sample_id,asv_id,health,n_reads,rclr
2016_S_SB_H_233,ASV379,N,0,0
2016_S_SB_H_233,ASV382,N,0,0
2016_S_SB_H_233,ASV383,N,0,0
2016_S_SB_H_233,ASV385,N,0,0
2016_S_SB_H_233,ASV386,N,0,0
2016_S_SB_H_233,ASV388,N,0,0
2016_S_SB_H_233,ASV390,N,25,0.8280376295104017
2016_S_SB_H_233,ASV392,N,0,0
2016_S_SB_H_233,ASV394,N,0,0
2016_S_SB_H_233,ASV395,N,140,2.550804227251505
2016_S_SB_H_233,ASV401,N,0,0
2016_S_SB_H_233,ASV403,N,0,0
2016_S_SB_H_233,ASV404,N,0,0
2016_S_SB_H_233,ASV405,N,0,0
2016_S_SB_H_233,ASV407,N,0,0
2016_S_SB_H_233,ASV411,N,0,0
2016_S_SB_H_233,ASV412,N,0,0
2016_S_SB_H_233,ASV413,N,0,0
2016_S_SB_H_233,ASV414,N,0,0
2016_S_SB_H_233,ASV415,N,0,0
2016_S_SB_H_233,ASV416,N,0,0
2016_S_SB_H_233,ASV417,N,0,0
2016_S_SB_H_233,ASV419,N,0,0
2016_S_SB_H_233,ASV423,N,32,1.0748977074419277
2016_S_SB_H_233,ASV425,N,1,-2.390838195357799
2016_S_SB_H_233,ASV428,N,0,0
2016_S_SB_H_233,ASV430,N,0,0
2016_S_SB_H_233,ASV431,N,0,0
2016_S_SB_H_233,ASV434,N,0,0
2016_S_SB_H_233,ASV436,N,0,0
2016_S_SB_H_233,ASV437,N,0,0
2016_S_SB_H_233,ASV439,N,0,0
2016_S_SB_H_233,ASV441,N,0,0
2016_S_SB_H_233,ASV442,N,0,0
2016_S_SB_H_233,ASV445,N,0,0
2016_S_SB_H_233,ASV449,N,0,0
2016_S_SB_H_233,ASV453,N,0,0
2016_S_SB_H_233,ASV454,N,0,0
2016_S_SB_H_233,ASV456,N,0,0
2016_S_SB_H_233,ASV457,N,0,0
2016_S_SB_H_233,ASV458,N,0,0
2016_S_SB_H_233,ASV462,N,0,0
2016_S_SB_H_233,ASV468,N,0,0
2016_S_SB_H_233,ASV474,N,0,0
2016_S_SB_H_233,ASV476,N,0,0
2016_S_SB_H_233,ASV477,N,0,0
2016_S_SB_H_233,ASV478,N,0,0
2016_S_SB_H_233,ASV480,N,0,0
2016_S_SB_H_233,ASV484,N,0,0
2016_S_SB_H_233,ASV490,N,0,0
2016_S_SB_H_233,ASV493,N,0,0
2016_S_SB_H_233,ASV494,N,0,0
2016_S_SB_H_233,ASV496,N,0,0
2016_S_SB_H_233,ASV497,N,0,0
2016_S_SB_H_233,ASV498,N,0,0
2016_S_SB_H_233,ASV499,N,0,0
2016_S_SB_H_233,ASV500,N,0,0
2016_S_SB_H_233,ASV501,N,0,0
2016_S_SB_H_233,ASV504,N,0,0
2016_S_SB_H_233,ASV505,N,0,0
2016_S_SB_H_233,ASV506,N,0,0
2016_S_SB_H_233,ASV507,N,0,0
2016_S_SB_H_233,ASV512,N,0,0
2016_S_SB_H_233,ASV513,N,0,0
2016_S_SB_H_233,ASV515,N,0,0
2016_S_SB_H_233,ASV518,N,0,0
2016_S_SB_H_233,ASV519,N,0,0
2016_S_SB_H_233,ASV520,N,0,0
2016_S_SB_H_233,ASV522,N,0,0
2016_S_SB_H_233,ASV524,N,0,0
2016_S_SB_H_233,ASV526,N,0,0
2016_S_SB_H_233,ASV532,N,0,0
2016_S_SB_H_233,ASV535,N,0,0
2016_S_SB_H_233,ASV537,N,0,0
2016_S_SB_H_233,ASV539,N,0,0
2016_S_SB_H_233,ASV543,N,0,0
2016_S_SB_H_233,ASV544,N,0,0
2016_S_SB_H_233,ASV545,N,0,0
2016_S_SB_H_233,ASV548,N,0,0
2016_S_SB_H_233,ASV551,N,0,0
2016_S_SB_H_233,ASV553,N,0,0
2016_S_SB_H_233,ASV557,N,0,0
2016_S_SB_H_233,ASV558,N,0,0
2016_S_SB_H_233,ASV559,N,0,0
2016_S_SB_H_233,ASV560,N,0,0
2016_S_SB_H_233,ASV562,N,0,0
2016_S_SB_H_233,ASV564,N,0,0
2016_S_SB_H_233,ASV565,N,0,0
2016_S_SB_H_233,ASV566,N,0,0
2016_S_SB_H_233,ASV568,N,0,0
2016_S_SB_H_233,ASV575,N,0,0
2016_S_SB_H_233,ASV582,N,0,0
2016_S_SB_H_233,ASV594,N,0,0
2016_S_SB_H_233,ASV595,N,0,0
2016_S_SB_H_233,ASV599,N,0,0
2016_S_SB_H_233,ASV601,N,0,0
2016_S_SB_H_233,ASV602,N,0,0
2016_S_SB_H_233,ASV603,N,130,2.4766962550977834
2016_S_SB_H_233,ASV606,N,0,0
2016_S_SB_H_233,ASV609,N,0,0
2016_S_SB_H_233,ASV617,N,0,0
2016_S_SB_H_233,ASV620,N,0,0
2016_S_SB_H_233,ASV621,N,0,0
2016_S_SB_H_233,ASV629,N,0,0
2016_S_SB_H_233,ASV630,N,0,0
2016_S_SB_H_233,ASV635,N,0,0
2016_S_SB_H_233,ASV636,N,0,0
2016_S_SB_H_233,ASV641,N,0,0
2016_S_SB_H_233,ASV645,N,0,0
2016_S_SB_H_233,ASV646,N,0,0
2016_S_SB_H_233,ASV648,N,0,0
2016_S_SB_H_233,ASV649,N,0,0
2016_S_SB_H_233,ASV653,N,0,0
2016_S_SB_H_233,ASV657,N,0,0
2016_S_SB_H_233,ASV660,N,0,0
2016_S_SB_H_233,ASV661,N,0,0
2016_S_SB_H_233,ASV662,N,0,0
2016_S_SB_H_233,ASV669,N,0,0
2016_S_SB_H_233,ASV670,N,0,0
2016_S_SB_H_233,ASV671,N,0,0
2016_S_SB_H_233,ASV672,N,0,0
2016_S_SB_H_233,ASV675,N,0,0
2016_S_SB_H_233,ASV679,N,0,0
2016_S_SB_H_233,ASV680,N,0,0
2016_S_SB_H_233,ASV681,N,0,0
2016_S_SB_H_233,ASV682,N,0,0
2016_S_SB_H_233,ASV683,N,0,0
2016_S_SB_H_233,ASV684,N,0,0
2016_S_SB_H_233,ASV685,N,0,0
2016_S_SB_H_233,ASV686,N,1,-2.390838195357799
2016_S_SB_H_233,ASV688,N,0,0
2016_S_SB_H_233,ASV689,N,0,0
2016_S_SB_H_233,ASV690,N,0,0
2016_S_SB_H_233,ASV699,N,0,0
2016_S_SB_H_233,ASV705,N,0,0
2016_S_SB_H_233,ASV713,N,0,0
2016_S_SB_H_233,ASV717,N,0,0
2016_S_SB_H_233,ASV718,N,0,0
2016_S_SB_H_233,ASV724,N,0,0
2016_S_SB_H_233,ASV728,N,0,0
2016_S_SB_H_233,ASV735,N,25,0.8280376295104017
2016_S_SB_H_233,ASV740,N,0,0
2016_S_SB_H_233,ASV742,N,0,0
2016_S_SB_H_233,ASV745,N,1,-2.390838195357799
2016_S_SB_H_233,ASV747,N,0,0
2016_S_SB_H_233,ASV749,N,0,0
2016_S_SB_H_233,ASV751,N,0,0
2016_S_SB_H_233,ASV752,N,0,0
2016_S_SB_H_233,ASV753,N,0,0
2016_S_SB_H_233,ASV755,N,0,0
2016_S_SB_H_233,ASV757,N,0,0
2016_S_SB_H_233,ASV760,N,0,0
2016_S_SB_H_233,ASV763,N,0,0
2016_S_SB_H_233,ASV767,N,0,0
2016_S_SB_H_233,ASV768,N,0,0
2016_S_SB_H_233,ASV779,N,0,0
2016_S_SB_H_233,ASV781,N,0,0
2016_S_SB_H_233,ASV784,N,0,0
2016_S_SB_H_233,ASV786,N,0,0
2016_S_SB_H_233,ASV787,N,0,0
2016_S_SB_H_233,ASV788,N,0,0
2016_S_SB_H_233,ASV789,N,0,0
2016_S_SB_H_233,ASV791,N,0,0
2016_S_SB_H_233,ASV795,N,0,0
2016_S_SB_H_233,ASV799,N,0,0
2016_S_SB_H_233,ASV801,N,0,0
2016_S_SB_H_233,ASV802,N,0,0
2016_S_SB_H_233,ASV805,N,0,0
2016_S_SB_H_233,ASV810,N,0,0
2016_S_SB_H_233,ASV816,N,0,0
2016_S_SB_H_233,ASV817,N,0,0
2016_S_SB_H_233,ASV819,N,1,-2.390838195357799
2016_S_SB_H_233,ASV820,N,0,0
2016_S_SB_H_233,ASV824,N,0,0
2016_S_SB_H_233,ASV825,N,0,0
2016_S_SB_H_233,ASV831,N,0,0
2016_S_SB_H_233,ASV838,N,0,0
2016_S_SB_H_233,ASV841,N,0,0
2016_S_SB_H_233,ASV843,N,0,0
2016_S_SB_H_233,ASV846,N,0,0
2016_S_SB_H_233,ASV850,N,0,0
2016_S_SB_H_233,ASV852,N,1,-2.390838195357799
2016_S_SB_H_233,ASV853,N,0,0
2016_S_SB_H_233,ASV854,N,0,0
2016_S_SB_H_233,ASV858,N,0,0
2016_S_SB_H_233,ASV859,N,0,0
2016_S_SB_H_233,ASV860,N,0,0
2016_S_SB_H_233,ASV861,N,0,0
2016_S_SB_H_233,ASV865,N,0,0
2016_S_SB_H_233,ASV868,N,0,0
2016_S_SB_H_233,ASV869,N,0,0
2016_S_SB_H_233,ASV870,N,0,0
2016_S_SB_H_233,ASV871,N,0,0
2016_S_SB_H_233,ASV872,N,0,0
2016_S_SB_H_233,ASV875,N,0,0
2016_S_SB_H_233,ASV877,N,0,0
2016_S_SB_H_233,ASV886,N,0,0
2016_S_SB_H_233,ASV887,N,0,0
2016_S_SB_H_233,ASV893,N,32,1.0748977074419277
2016_S_SB_H_233,ASV894,N,0,0
2016_S_SB_H_233,ASV895,N,0,0
2016_S_SB_H_233,ASV899,N,0,0
2016_S_SB_H_233,ASV902,N,0,0
2016_S_SB_H_233,ASV903,N,0,0
2016_S_SB_H_233,ASV907,N,0,0
2016_S_SB_H_233,ASV912,N,0,0
2016_S_SB_H_233,ASV914,N,0,0
2016_S_SB_H_233,ASV915,N,0,0
2016_S_SB_H_233,ASV917,N,0,0
2016_S_SB_H_233,ASV922,N,0,0
2016_S_SB_H_233,ASV928,N,0,0
2016_S_SB_H_233,ASV931,N,0,0
2016_S_SB_H_233,ASV933,N,0,0
2016_S_SB_H_233,ASV935,N,0,0
2016_S_SB_H_233,ASV936,N,0,0
2016_S_SB_H_233,ASV937,N,0,0
2016_S_SB_H_233,ASV938,N,0,0
2016_S_SB_H_233,ASV942,N,0,0
2016_S_SB_H_233,ASV945,N,0,0
2016_S_SB_H_233,ASV946,N,0,0
2016_S_SB_H_233,ASV948,N,0,0
2016_S_SB_H_233,ASV949,N,0,0
2016_S_SB_H_233,ASV953,N,0,0
2016_S_SB_H_233,ASV954,N,0,0
2016_S_SB_H_233,ASV955,N,0,0
2016_S_SB_H_233,ASV956,N,0,0
2016_S_SB_H_233,ASV958,N,0,0
2016_S_SB_H_233,ASV959,N,0,0
2016_S_SB_H_233,ASV960,N,0,0
2016_S_SB_H_233,ASV961,N,0,0
2016_S_SB_H_233,ASV965,N,0,0
2016_S_SB_H_233,ASV966,N,0,0
2016_S_SB_H_233,ASV967,N,0,0
2016_S_SB_H_233,ASV972,N,0,0
2016_S_SB_H_233,ASV980,N,0,0
2016_S_SB_H_233,ASV982,N,0,0
2016_S_SB_H_233,ASV984,N,0,0
2016_S_SB_H_233,ASV989,N,0,0
2016_S_SB_H_233,ASV996,N,0,0
2016_S_SB_H_233,ASV997,N,20,0.604894078196192
2016_S_SB_H_233,ASV1002,N,0,0
2016_S_SB_H_233,ASV1003,N,0,0
2016_S_SB_H_233,ASV1004,N,0,0
2016_S_SB_H_233,ASV1020,N,0,0
2016_S_SB_H_233,ASV1024,N,0,0
2016_S_SB_H_233,ASV1025,N,0,0
2016_S_SB_H_233,ASV1026,N,0,0
2016_S_SB_H_233,ASV1027,N,0,0
2016_S_SB_H_233,ASV1030,N,0,0
2016_S_SB_H_233,ASV1032,N,0,0
2016_S_SB_H_233,ASV1034,N,0,0
2016_S_SB_H_233,ASV1036,N,0,0
2016_S_SB_H_233,ASV1037,N,0,0
2016_S_SB_H_233,ASV1039,N,0,0
2016_S_SB_H_233,ASV1044,N,0,0
2016_S_SB_H_233,ASV1046,N,0,0
2016_S_SB_H_233,ASV1048,N,0,0
2016_S_SB_H_233,ASV1049,N,0,0
2016_S_SB_H_233,ASV1053,N,0,0
2016_S_SB_H_233,ASV1054,N,0,0
2016_S_SB_H_233,ASV1057,N,0,0
2016_S_SB_H_233,ASV1058,N,0,0
2016_S_SB_H_233,ASV1061,N,0,0
2016_S_SB_H_233,ASV1062,N,0,0
2016_S_SB_H_233,ASV1064,N,0,0
2016_S_SB_H_233,ASV1065,N,0,0
2016_S_SB_H_233,ASV1066,N,0,0
2016_S_SB_H_233,ASV1069,N,0,0
2016_S_SB_H_233,ASV1070,N,0,0
2016_S_SB_H_233,ASV1072,N,0,0
2016_S_SB_H_233,ASV1074,N,0,0
2016_S_SB_H_233,ASV1076,N,0,0
2016_S_SB_H_233,ASV1081,N,0,0
2016_S_SB_H_233,ASV1085,N,0,0
2016_S_SB_H_233,ASV1090,N,0,0
2016_S_SB_H_233,ASV1091,N,0,0
2016_S_SB_H_233,ASV1092,N,0,0
2016_S_SB_H_233,ASV1095,N,0,0
2016_S_SB_H_233,ASV1099,N,0,0
2016_S_SB_H_233,ASV1104,N,0,0
2016_S_SB_H_233,ASV1105,N,0,0
2016_S_SB_H_233,ASV1109,N,0,0
2016_S_SB_H_233,ASV1110,N,0,0
2016_S_SB_H_233,ASV1115,N,0,0
2016_S_SB_H_233,ASV1118,N,0,0
2016_S_SB_H_233,ASV1120,N,0,0
2016_S_SB_H_233,ASV1124,N,0,0
2016_S_SB_H_233,ASV1125,N,0,0
2016_S_SB_H_233,ASV1126,N,0,0
2016_S_SB_H_233,ASV1132,N,0,0
2016_S_SB_H_233,ASV1133,N,0,0
2016_S_SB_H_233,ASV1136,N,0,0
2016_S_SB_H_233,ASV1139,N,0,0
2016_S_SB_H_233,ASV1142,N,0,0
2016_S_SB_H_233,ASV1144,N,0,0
2016_S_SB_H_233,ASV1145,N,0,0
2016_S_SB_H_233,ASV1147,N,0,0
2016_S_SB_H_233,ASV1148,N,0,0
2016_S_SB_H_233,ASV1150,N,0,0
2016_S_SB_H_233,ASV1153,N,0,0
2016_S_SB_H_233,ASV1155,N,0,0
2016_S_SB_H_233,ASV1156,N,0,0
2016_S_SB_H_233,ASV1162,N,0,0
2016_S_SB_H_233,ASV1166,N,0,0
2016_S_SB_H_233,ASV1175,N,0,0
2016_S_SB_H_233,ASV1176,N,0,0
2016_S_SB_H_233,ASV1177,N,0,0
2016_S_SB_H_233,ASV1181,N,0,0
2016_S_SB_H_233,ASV1182,N,0,0
2016_S_SB_H_233,ASV1183,N,0,0
2016_S_SB_H_233,ASV1189,N,0,0
2016_S_SB_H_233,ASV1190,N,0,0
2016_S_SB_H_233,ASV1198,N,0,0
2016_S_SB_H_233,ASV1202,N,0,0
2016_S_SB_H_233,ASV1205,N,0,0
2016_S_SB_H_233,ASV1212,N,0,0
2016_S_SB_H_233,ASV1213,N,0,0
2016_S_SB_H_233,ASV1214,N,0,0
2016_S_SB_H_233,ASV1217,N,0,0
2016_S_SB_H_233,ASV1224,N,0,0
2016_S_SB_H_233,ASV1227,N,0,0
2016_S_SB_H_233,ASV1229,N,0,0
2016_S_SB_H_233,ASV1236,N,0,0
2016_S_SB_H_233,ASV1242,N,0,0
2016_S_SB_H_233,ASV1243,N,0,0
2016_S_SB_H_233,ASV1244,N,0,0
2016_S_SB_H_233,ASV1245,N,0,0
2016_S_SB_H_233,ASV1249,N,0,0
2016_S_SB_H_233,ASV1260,N,0,0
2016_S_SB_H_233,ASV1261,N,0,0
2016_S_SB_H_233,ASV1264,N,0,0
2016_S_SB_H_233,ASV1271,N,0,0
2016_S_SB_H_233,ASV1275,N,0,0
2016_S_SB_H_233,ASV1278,N,0,0
2016_S_SB_H_233,ASV1280,N,0,0
2016_S_SB_H_233,ASV1281,N,0,0
2016_S_SB_H_233,ASV1283,N,0,0
2016_S_SB_H_233,ASV1291,N,0,0
2016_S_SB_H_233,ASV1293,N,0,0
2016_S_SB_H_233,ASV1304,N,0,0
2016_S_SB_H_233,ASV1310,N,0,0
2016_S_SB_H_233,ASV1313,N,0,0
2016_S_SB_H_233,ASV1314,N,0,0
2016_S_SB_H_233,ASV1320,N,0,0
2016_S_SB_H_233,ASV1324,N,0,0
2016_S_SB_H_233,ASV1332,N,0,0
2016_S_SB_H_233,ASV1333,N,0,0
2016_S_SB_H_233,ASV1334,N,0,0
2016_S_SB_H_233,ASV1340,N,0,0
2016_S_SB_H_233,ASV1344,N,0,0
2016_S_SB_H_233,ASV1346,N,0,0
2016_S_SB_H_233,ASV1349,N,0,0
2016_S_SB_H_233,ASV1357,N,0,0
2016_S_SB_H_233,ASV1358,N,0,0
2016_S_SB_H_233,ASV1360,N,0,0
2016_S_SB_H_233,ASV1364,N,0,0
2016_S_SB_H_233,ASV1365,N,0,0
2016_S_SB_H_233,ASV1366,N,0,0
2016_S_SB_H_233,ASV1371,N,0,0
2016_S_SB_H_233,ASV1374,N,0,0
2016_S_SB_H_233,ASV1375,N,0,0
2016_S_SB_H_233,ASV1381,N,0,0
2016_S_SB_H_233,ASV1383,N,0,0
2016_S_SB_H_233,ASV1384,N,0,0
2016_S_SB_H_233,ASV1385,N,0,0
2016_S_SB_H_233,ASV1390,N,0,0
2016_S_SB_H_233,ASV1391,N,0,0
2016_S_SB_H_233,ASV1392,N,0,0
2016_S_SB_H_233,ASV1394,N,0,0
2016_S_SB_H_233,ASV1397,N,0,0
2016_S_SB_H_233,ASV1398,N,0,0
2016_S_SB_H_233,ASV1402,N,0,0
2016_S_SB_H_233,ASV1406,N,0,0
2016_S_SB_H_233,ASV1410,N,0,0
2016_S_SB_H_233,ASV1419,N,0,0
2016_S_SB_H_233,ASV1421,N,0,0
2016_S_SB_H_233,ASV1427,N,0,0
2016_S_SB_H_233,ASV1428,N,0,0
2016_S_SB_H_233,ASV1432,N,0,0
2016_S_SB_H_233,ASV1435,N,0,0
2016_S_SB_H_233,ASV1439,N,0,0
2016_S_SB_H_233,ASV1443,N,0,0
2016_S_SB_H_233,ASV1444,N,0,0
2016_S_SB_H_233,ASV1450,N,0,0
2016_S_SB_H_233,ASV1451,N,0,0
2016_S_SB_H_233,ASV1453,N,0,0
2016_S_SB_H_233,ASV1468,N,1,-2.390838195357799
2016_S_SB_H_233,ASV1471,N,0,0
2016_S_SB_H_233,ASV1474,N,0,0
2016_S_SB_H_233,ASV1477,N,0,0
2016_S_SB_H_233,ASV1478,N,0,0
2016_S_SB_H_233,ASV1482,N,0,0
2016_S_SB_H_233,ASV1486,N,0,0
2016_S_SB_H_233,ASV1490,N,0,0
2016_S_SB_H_233,ASV1491,N,0,0
2016_S_SB_H_233,ASV1496,N,0,0
2016_S_SB_H_233,ASV1499,N,0,0
2016_S_SB_H_233,ASV1501,N,0,0
2016_S_SB_H_233,ASV1507,N,0,0
2016_S_SB_H_233,ASV1509,N,0,0
2016_S_SB_H_233,ASV1510,N,0,0
2016_S_SB_H_233,ASV1515,N,0,0
2016_S_SB_H_233,ASV1518,N,0,0
2016_S_SB_H_233,ASV1520,N,0,0
2016_S_SB_H_233,ASV1523,N,0,0
2016_S_SB_H_233,ASV1524,N,2,-1.6976910147978534
2016_S_SB_H_233,ASV1526,N,0,0
2016_S_SB_H_233,ASV1531,N,0,0
2016_S_SB_H_233,ASV1540,N,0,0
2016_S_SB_H_233,ASV1544,N,0,0
2016_S_SB_H_233,ASV1545,N,0,0
2016_S_SB_H_233,ASV1552,N,0,0
2016_S_SB_H_233,ASV1555,N,0,0
2016_S_SB_H_233,ASV1557,N,0,0
2016_S_SB_H_233,ASV1559,N,0,0
2016_S_SB_H_233,ASV1561,N,0,0
2016_S_SB_H_233,ASV1563,N,0,0
2016_S_SB_H_233,ASV1569,N,0,0
2016_S_SB_H_233,ASV1575,N,0,0
2016_S_SB_H_233,ASV1576,N,0,0
2016_S_SB_H_233,ASV1581,N,0,0
2016_S_SB_H_233,ASV1583,N,0,0
2016_S_SB_H_233,ASV1588,N,0,0
2016_S_SB_H_233,ASV1592,N,0,0
2016_S_SB_H_233,ASV1593,N,0,0
2016_S_SB_H_233,ASV1596,N,0,0
2016_S_SB_H_233,ASV1600,N,0,0
2016_S_SB_H_233,ASV1603,N,4,-1.0045438342379083
2016_S_SB_H_233,ASV1606,N,0,0
2016_S_SB_H_233,ASV1611,N,0,0
2016_S_SB_H_233,ASV1614,N,0,0
2016_S_SB_H_233,ASV1617,N,0,0
2016_S_SB_H_233,ASV1633,N,0,0
2016_S_SB_H_233,ASV1639,N,0,0
2016_S_SB_H_233,ASV1645,N,0,0
2016_S_SB_H_233,ASV1657,N,0,0
2016_S_SB_H_233,ASV1658,N,0,0
2016_S_SB_H_233,ASV1668,N,0,0
2016_S_SB_H_233,ASV1674,N,0,0
2016_S_SB_H_233,ASV1675,N,0,0
2016_S_SB_H_233,ASV1681,N,0,0
2016_S_SB_H_233,ASV1684,N,0,0
2016_S_SB_H_233,ASV1686,N,0,0
2016_S_SB_H_233,ASV1687,N,0,0
2016_S_SB_H_233,ASV1693,N,0,0
2016_S_SB_H_233,ASV1712,N,0,0
2016_S_SB_H_233,ASV1718,N,0,0
2016_S_SB_H_233,ASV1722,N,0,0
2016_S_SB_H_233,ASV1724,N,0,0
2016_S_SB_H_233,ASV1730,N,0,0
2016_S_SB_H_233,ASV1732,N,0,0
2016_S_SB_H_233,ASV1733,N,0,0
2016_S_SB_H_233,ASV1738,N,0,0
2016_S_SB_H_233,ASV1739,N,0,0
2016_S_SB_H_233,ASV1740,N,0,0
2016_S_SB_H_233,ASV1742,N,0,0
2016_S_SB_H_233,ASV1745,N,0,0
2016_S_SB_H_233,ASV1746,N,0,0
2016_S_SB_H_233,ASV1748,N,0,0
2016_S_SB_H_233,ASV1754,N,0,0
2016_S_SB_H_233,ASV1760,N,0,0
2016_S_SB_H_233,ASV1777,N,0,0
2016_S_SB_H_233,ASV1780,N,0,0
2016_S_SB_H_233,ASV1782,N,0,0
2016_S_SB_H_233,ASV1785,N,0,0
2016_S_SB_H_233,ASV1786,N,0,0
2016_S_SB_H_233,ASV1788,N,0,0
2016_S_SB_H_233,ASV1790,N,0,0
2016_S_SB_H_233,ASV1793,N,0,0
2016_S_SB_H_233,ASV1799,N,0,0
2016_S_SB_H_233,ASV1830,N,0,0
2016_S_SB_H_233,ASV1836,N,0,0
2016_S_SB_H_233,ASV1837,N,0,0
2016_S_SB_H_233,ASV1845,N,0,0
2016_S_SB_H_233,ASV1846,N,0,0
2016_S_SB_H_233,ASV1854,N,0,0
2016_S_SB_H_233,ASV1862,N,0,0
2016_S_SB_H_233,ASV1866,N,0,0
2016_S_SB_H_233,ASV1874,N,0,0
2016_S_SB_H_233,ASV1886,N,0,0
2016_S_SB_H_233,ASV1887,N,0,0
2016_S_SB_H_233,ASV1899,N,0,0
2016_S_SB_H_233,ASV1908,N,0,0
2016_S_SB_H_233,ASV1923,N,0,0
2016_S_SB_H_233,ASV1926,N,0,0
2016_S_SB_H_233,ASV1927,N,0,0
2016_S_SB_H_233,ASV1933,N,0,0
2016_S_SB_H_233,ASV1939,N,0,0
2016_S_SB_H_233,ASV1943,N,0,0
2016_S_SB_H_233,ASV1944,N,0,0
2016_S_SB_H_233,ASV1963,N,0,0
2016_S_SB_H_233,ASV1964,N,0,0
2016_S_SB_H_233,ASV1965,N,0,0
2016_S_SB_H_233,ASV1980,N,0,0
2016_S_SB_H_233,ASV1993,N,0,0
2016_S_SB_H_233,ASV1995,N,0,0
2016_S_SB_H_233,ASV2009,N,0,0
2016_S_SB_H_233,ASV2014,N,0,0
2016_S_SB_H_233,ASV2017,N,4,-1.0045438342379083
2016_S_SB_H_233,ASV2040,N,0,0
2016_S_SB_H_233,ASV2043,N,0,0
2016_S_SB_H_233,ASV2044,N,0,0
2016_S_SB_H_233,ASV2045,N,0,0
2016_S_SB_H_233,ASV2052,N,0,0
2016_S_SB_H_233,ASV2054,N,0,0
2016_S_SB_H_233,ASV2055,N,0,0
2016_S_SB_H_233,ASV2060,N,0,0
2016_S_SB_H_233,ASV2061,N,0,0
2016_S_SB_H_233,ASV2066,N,0,0
2016_S_SB_H_233,ASV2070,N,0,0
2016_S_SB_H_233,ASV2079,N,0,0
2016_S_SB_H_233,ASV2080,N,0,0
2016_S_SB_H_233,ASV2084,N,0,0
2016_S_SB_H_233,ASV2088,N,0,0
2016_S_SB_H_233,ASV2089,N,0,0
2016_S_SB_H_233,ASV2094,N,0,0
2016_S_SB_H_233,ASV2096,N,0,0
2016_S_SB_H_233,ASV2097,N,0,0
2016_S_SB_H_233,ASV2105,N,0,0
2016_S_SB_H_233,ASV2111,N,0,0
2016_S_SB_H_233,ASV2133,N,0,0
2016_S_SB_H_233,ASV2135,N,0,0
2016_S_SB_H_233,ASV2141,N,0,0
2016_S_SB_H_233,ASV2144,N,0,0
2016_S_SB_H_233,ASV2155,N,0,0
2016_S_SB_H_233,ASV2156,N,0,0
2016_S_SB_H_233,ASV2171,N,0,0
2016_S_SB_H_233,ASV2173,N,0,0
2016_S_SB_H_233,ASV2187,N,0,0
2016_S_SB_H_233,ASV2188,N,0,0
2016_S_SB_H_233,ASV2189,N,0,0
2016_S_SB_H_233,ASV2197,N,0,0
2016_S_SB_H_233,ASV2199,N,0,0
2016_S_SB_H_233,ASV2202,N,0,0
2016_S_SB_H_233,ASV2207,N,0,0
2016_S_SB_H_233,ASV2214,N,0,0
2016_S_SB_H_233,ASV2225,N,0,0
2016_S_SB_H_233,ASV2233,N,0,0
2016_S_SB_H_233,ASV2241,N,0,0
2016_S_SB_H_233,ASV2244,N,0,0
2016_S_SB_H_233,ASV2256,N,0,0
2016_S_SB_H_233,ASV2260,N,0,0
2016_S_SB_H_233,ASV2263,N,0,0
2016_S_SB_H_233,ASV2264,N,2,-1.6976910147978534
2016_S_SB_H_233,ASV2268,N,0,0
2016_S_SB_H_233,ASV2269,N,0,0
2016_S_SB_H_233,ASV2271,N,0,0
2016_S_SB_H_233,ASV2272,N,0,0
2016_S_SB_H_233,ASV2281,N,0,0
2016_S_SB_H_233,ASV2285,N,0,0
2016_S_SB_H_233,ASV2288,N,0,0
2016_S_SB_H_233,ASV2293,N,0,0
2016_S_SB_H_233,ASV2295,N,0,0
2016_S_SB_H_233,ASV2296,N,0,0
2016_S_SB_H_233,ASV2297,N,0,0
2016_S_SB_H_233,ASV2305,N,0,0
2016_S_SB_H_233,ASV2310,N,0,0
2016_S_SB_H_233,ASV2322,N,0,0
2016_S_SB_H_233,ASV2325,N,0,0
2016_S_SB_H_233,ASV2327,N,0,0
2016_S_SB_H_233,ASV2328,N,0,0
2016_S_SB_H_233,ASV2330,N,0,0
2016_S_SB_H_233,ASV2342,N,1,-2.390838195357799
2016_S_SB_H_233,ASV2346,N,0,0
2016_S_SB_H_233,ASV2348,N,0,0
2016_S_SB_H_233,ASV2357,N,0,0
2016_S_SB_H_233,ASV2359,N,0,0
2016_S_SB_H_233,ASV2370,N,0,0
2016_S_SB_H_233,ASV2373,N,0,0
2016_S_SB_H_233,ASV2379,N,0,0
2016_S_SB_H_233,ASV2382,N,0,0
2016_S_SB_H_233,ASV2383,N,0,0
2016_S_SB_H_233,ASV2388,N,0,0
2016_S_SB_H_233,ASV2395,N,0,0
2016_S_SB_H_233,ASV2404,N,0,0
2016_S_SB_H_233,ASV2405,N,0,0
2016_S_SB_H_233,ASV2406,N,0,0
2016_S_SB_H_233,ASV2411,N,0,0
2016_S_SB_H_233,ASV2412,N,0,0
2016_S_SB_H_233,ASV2413,N,0,0
2016_S_SB_H_233,ASV2424,N,0,0
2016_S_SB_H_233,ASV2427,N,0,0
2016_S_SB_H_233,ASV2431,N,0,0
2016_S_SB_H_233,ASV2447,N,0,0
2016_S_SB_H_233,ASV2456,N,0,0
2016_S_SB_H_233,ASV2457,N,0,0
2016_S_SB_H_233,ASV2468,N,0,0
