sample_id,asv_id,health,n_reads,rclr
2016_S_SB_D_258,ASV370,D,0,0
2016_S_SB_D_258,ASV371,D,0,0
2016_S_SB_D_258,ASV373,D,0,0
2016_S_SB_D_258,ASV374,D,0,0
2016_S_SB_D_258,ASV375,D,0,0
2016_S_SB_D_258,ASV379,D,0,0
2016_S_SB_D_258,ASV382,D,0,0
2016_S_SB_D_258,ASV383,D,2,-1.5167407243980908
2016_S_SB_D_258,ASV385,D,0,0
2016_S_SB_D_258,ASV386,D,0,0
2016_S_SB_D_258,ASV388,D,20,0.7858443685959546
2016_S_SB_D_258,ASV390,D,10,0.09269718803600968
2016_S_SB_D_258,ASV392,D,0,0
2016_S_SB_D_258,ASV394,D,0,0
2016_S_SB_D_258,ASV395,D,0,0
2016_S_SB_D_258,ASV401,D,0,0
2016_S_SB_D_258,ASV403,D,0,0
2016_S_SB_D_258,ASV404,D,0,0
2016_S_SB_D_258,ASV405,D,0,0
2016_S_SB_D_258,ASV407,D,0,0
2016_S_SB_D_258,ASV411,D,0,0
2016_S_SB_D_258,ASV412,D,0,0
2016_S_SB_D_258,ASV413,D,0,0
2016_S_SB_D_258,ASV414,D,0,0
2016_S_SB_D_258,ASV415,D,0,0
2016_S_SB_D_258,ASV416,D,0,0
2016_S_SB_D_258,ASV417,D,0,0
2016_S_SB_D_258,ASV419,D,0,0
2016_S_SB_D_258,ASV423,D,6,-0.41812843572998126
2016_S_SB_D_258,ASV425,D,0,0
2016_S_SB_D_258,ASV428,D,0,0
2016_S_SB_D_258,ASV430,D,0,0
2016_S_SB_D_258,ASV431,D,0,0
2016_S_SB_D_258,ASV434,D,0,0
2016_S_SB_D_258,ASV436,D,0,0
2016_S_SB_D_258,ASV437,D,0,0
2016_S_SB_D_258,ASV439,D,0,0
2016_S_SB_D_258,ASV441,D,0,0
2016_S_SB_D_258,ASV442,D,0,0
2016_S_SB_D_258,ASV445,D,0,0
2016_S_SB_D_258,ASV449,D,0,0
2016_S_SB_D_258,ASV453,D,0,0
2016_S_SB_D_258,ASV454,D,0,0
2016_S_SB_D_258,ASV456,D,0,0
2016_S_SB_D_258,ASV457,D,0,0
2016_S_SB_D_258,ASV458,D,0,0
2016_S_SB_D_258,ASV462,D,0,0
2016_S_SB_D_258,ASV468,D,0,0
2016_S_SB_D_258,ASV474,D,0,0
2016_S_SB_D_258,ASV476,D,0,0
2016_S_SB_D_258,ASV477,D,0,0
2016_S_SB_D_258,ASV478,D,0,0
2016_S_SB_D_258,ASV480,D,0,0
2016_S_SB_D_258,ASV484,D,3,-1.1112756162899264
2016_S_SB_D_258,ASV490,D,0,0
2016_S_SB_D_258,ASV493,D,0,0
2016_S_SB_D_258,ASV494,D,0,0
2016_S_SB_D_258,ASV496,D,0,0
2016_S_SB_D_258,ASV497,D,0,0
2016_S_SB_D_258,ASV498,D,0,0
2016_S_SB_D_258,ASV499,D,0,0
2016_S_SB_D_258,ASV500,D,0,0
2016_S_SB_D_258,ASV501,D,0,0
2016_S_SB_D_258,ASV504,D,0,0
2016_S_SB_D_258,ASV505,D,0,0
2016_S_SB_D_258,ASV506,D,0,0
2016_S_SB_D_258,ASV507,D,0,0
2016_S_SB_D_258,ASV512,D,0,0
2016_S_SB_D_258,ASV513,D,0,0
2016_S_SB_D_258,ASV515,D,1,-2.209887904958036
2016_S_SB_D_258,ASV518,D,0,0
2016_S_SB_D_258,ASV519,D,0,0
2016_S_SB_D_258,ASV520,D,0,0
2016_S_SB_D_258,ASV522,D,0,0
2016_S_SB_D_258,ASV524,D,0,0
2016_S_SB_D_258,ASV526,D,0,0
2016_S_SB_D_258,ASV532,D,0,0
2016_S_SB_D_258,ASV535,D,0,0
2016_S_SB_D_258,ASV537,D,0,0
2016_S_SB_D_258,ASV539,D,0,0
2016_S_SB_D_258,ASV543,D,0,0
2016_S_SB_D_258,ASV544,D,0,0
2016_S_SB_D_258,ASV545,D,0,0
2016_S_SB_D_258,ASV548,D,0,0
2016_S_SB_D_258,ASV551,D,0,0
2016_S_SB_D_258,ASV553,D,0,0
2016_S_SB_D_258,ASV557,D,0,0
2016_S_SB_D_258,ASV558,D,0,0
2016_S_SB_D_258,ASV559,D,0,0
2016_S_SB_D_258,ASV560,D,0,0
2016_S_SB_D_258,ASV562,D,0,0
2016_S_SB_D_258,ASV564,D,0,0
2016_S_SB_D_258,ASV565,D,0,0
2016_S_SB_D_258,ASV566,D,0,0
2016_S_SB_D_258,ASV568,D,0,0
2016_S_SB_D_258,ASV575,D,0,0
2016_S_SB_D_258,ASV582,D,0,0
2016_S_SB_D_258,ASV594,D,0,0
2016_S_SB_D_258,ASV595,D,0,0
2016_S_SB_D_258,ASV599,D,0,0
2016_S_SB_D_258,ASV601,D,1,-2.209887904958036
2016_S_SB_D_258,ASV602,D,0,0
2016_S_SB_D_258,ASV603,D,0,0
2016_S_SB_D_258,ASV606,D,0,0
2016_S_SB_D_258,ASV609,D,0,0
2016_S_SB_D_258,ASV617,D,0,0
2016_S_SB_D_258,ASV620,D,0,0
2016_S_SB_D_258,ASV621,D,0,0
2016_S_SB_D_258,ASV629,D,0,0
2016_S_SB_D_258,ASV630,D,0,0
2016_S_SB_D_258,ASV635,D,0,0
2016_S_SB_D_258,ASV636,D,0,0
2016_S_SB_D_258,ASV641,D,0,0
2016_S_SB_D_258,ASV645,D,0,0
2016_S_SB_D_258,ASV646,D,0,0
2016_S_SB_D_258,ASV648,D,0,0
2016_S_SB_D_258,ASV649,D,0,0
2016_S_SB_D_258,ASV653,D,0,0
2016_S_SB_D_258,ASV657,D,0,0
2016_S_SB_D_258,ASV660,D,0,0
2016_S_SB_D_258,ASV661,D,0,0
2016_S_SB_D_258,ASV662,D,0,0
2016_S_SB_D_258,ASV669,D,0,0
2016_S_SB_D_258,ASV670,D,0,0
2016_S_SB_D_258,ASV671,D,0,0
2016_S_SB_D_258,ASV672,D,0,0
2016_S_SB_D_258,ASV675,D,0,0
2016_S_SB_D_258,ASV679,D,0,0
2016_S_SB_D_258,ASV680,D,0,0
2016_S_SB_D_258,ASV681,D,0,0
2016_S_SB_D_258,ASV682,D,0,0
2016_S_SB_D_258,ASV683,D,0,0
2016_S_SB_D_258,ASV684,D,0,0
2016_S_SB_D_258,ASV685,D,5,-0.6004499925239359
2016_S_SB_D_258,ASV686,D,0,0
2016_S_SB_D_258,ASV688,D,0,0
2016_S_SB_D_258,ASV689,D,0,0
2016_S_SB_D_258,ASV690,D,0,0
2016_S_SB_D_258,ASV699,D,0,0
2016_S_SB_D_258,ASV705,D,0,0
2016_S_SB_D_258,ASV713,D,0,0
2016_S_SB_D_258,ASV717,D,0,0
2016_S_SB_D_258,ASV718,D,0,0
2016_S_SB_D_258,ASV724,D,0,0
2016_S_SB_D_258,ASV728,D,0,0
2016_S_SB_D_258,ASV735,D,0,0
2016_S_SB_D_258,ASV740,D,0,0
2016_S_SB_D_258,ASV742,D,0,0
2016_S_SB_D_258,ASV745,D,0,0
2016_S_SB_D_258,ASV747,D,0,0
2016_S_SB_D_258,ASV749,D,0,0
2016_S_SB_D_258,ASV751,D,0,0
2016_S_SB_D_258,ASV752,D,0,0
2016_S_SB_D_258,ASV753,D,0,0
2016_S_SB_D_258,ASV755,D,1,-2.209887904958036
2016_S_SB_D_258,ASV757,D,0,0
2016_S_SB_D_258,ASV760,D,0,0
2016_S_SB_D_258,ASV763,D,0,0
2016_S_SB_D_258,ASV767,D,0,0
2016_S_SB_D_258,ASV768,D,0,0
2016_S_SB_D_258,ASV779,D,0,0
2016_S_SB_D_258,ASV781,D,0,0
2016_S_SB_D_258,ASV784,D,0,0
2016_S_SB_D_258,ASV786,D,0,0
2016_S_SB_D_258,ASV787,D,0,0
2016_S_SB_D_258,ASV788,D,0,0
2016_S_SB_D_258,ASV789,D,0,0
2016_S_SB_D_258,ASV791,D,0,0
2016_S_SB_D_258,ASV795,D,0,0
2016_S_SB_D_258,ASV799,D,0,0
2016_S_SB_D_258,ASV801,D,0,0
2016_S_SB_D_258,ASV802,D,0,0
2016_S_SB_D_258,ASV805,D,0,0
2016_S_SB_D_258,ASV810,D,0,0
2016_S_SB_D_258,ASV816,D,0,0
2016_S_SB_D_258,ASV817,D,0,0
2016_S_SB_D_258,ASV819,D,0,0
2016_S_SB_D_258,ASV820,D,0,0
2016_S_SB_D_258,ASV824,D,0,0
2016_S_SB_D_258,ASV825,D,0,0
2016_S_SB_D_258,ASV831,D,0,0
2016_S_SB_D_258,ASV838,D,0,0
2016_S_SB_D_258,ASV841,D,2,-1.5167407243980908
2016_S_SB_D_258,ASV843,D,0,0
2016_S_SB_D_258,ASV846,D,0,0
2016_S_SB_D_258,ASV850,D,0,0
2016_S_SB_D_258,ASV852,D,0,0
2016_S_SB_D_258,ASV853,D,0,0
2016_S_SB_D_258,ASV854,D,0,0
2016_S_SB_D_258,ASV858,D,0,0
2016_S_SB_D_258,ASV859,D,0,0
2016_S_SB_D_258,ASV860,D,0,0
2016_S_SB_D_258,ASV861,D,0,0
2016_S_SB_D_258,ASV865,D,0,0
2016_S_SB_D_258,ASV868,D,0,0
2016_S_SB_D_258,ASV869,D,0,0
2016_S_SB_D_258,ASV870,D,0,0
2016_S_SB_D_258,ASV871,D,0,0
2016_S_SB_D_258,ASV872,D,0,0
2016_S_SB_D_258,ASV875,D,0,0
2016_S_SB_D_258,ASV877,D,0,0
2016_S_SB_D_258,ASV886,D,0,0
2016_S_SB_D_258,ASV887,D,0,0
2016_S_SB_D_258,ASV893,D,0,0
2016_S_SB_D_258,ASV894,D,0,0
2016_S_SB_D_258,ASV895,D,0,0
2016_S_SB_D_258,ASV899,D,0,0
2016_S_SB_D_258,ASV902,D,0,0
2016_S_SB_D_258,ASV903,D,0,0
2016_S_SB_D_258,ASV907,D,0,0
2016_S_SB_D_258,ASV912,D,0,0
2016_S_SB_D_258,ASV914,D,0,0
2016_S_SB_D_258,ASV915,D,0,0
2016_S_SB_D_258,ASV917,D,0,0
2016_S_SB_D_258,ASV922,D,0,0
2016_S_SB_D_258,ASV928,D,0,0
2016_S_SB_D_258,ASV931,D,0,0
2016_S_SB_D_258,ASV933,D,0,0
2016_S_SB_D_258,ASV935,D,0,0
2016_S_SB_D_258,ASV936,D,0,0
2016_S_SB_D_258,ASV937,D,0,0
2016_S_SB_D_258,ASV938,D,0,0
2016_S_SB_D_258,ASV942,D,0,0
2016_S_SB_D_258,ASV945,D,0,0
2016_S_SB_D_258,ASV946,D,0,0
2016_S_SB_D_258,ASV948,D,0,0
2016_S_SB_D_258,ASV949,D,0,0
2016_S_SB_D_258,ASV953,D,0,0
2016_S_SB_D_258,ASV954,D,0,0
2016_S_SB_D_258,ASV955,D,0,0
2016_S_SB_D_258,ASV956,D,0,0
2016_S_SB_D_258,ASV958,D,0,0
2016_S_SB_D_258,ASV959,D,0,0
2016_S_SB_D_258,ASV960,D,0,0
2016_S_SB_D_258,ASV961,D,0,0
2016_S_SB_D_258,ASV965,D,0,0
2016_S_SB_D_258,ASV966,D,0,0
2016_S_SB_D_258,ASV967,D,0,0
2016_S_SB_D_258,ASV972,D,0,0
2016_S_SB_D_258,ASV980,D,0,0
2016_S_SB_D_258,ASV982,D,0,0
2016_S_SB_D_258,ASV984,D,0,0
2016_S_SB_D_258,ASV989,D,0,0
2016_S_SB_D_258,ASV996,D,0,0
2016_S_SB_D_258,ASV997,D,1,-2.209887904958036
2016_S_SB_D_258,ASV1002,D,0,0
2016_S_SB_D_258,ASV1003,D,5,-0.6004499925239359
2016_S_SB_D_258,ASV1004,D,0,0
2016_S_SB_D_258,ASV1020,D,0,0
2016_S_SB_D_258,ASV1024,D,0,0
2016_S_SB_D_258,ASV1025,D,0,0
2016_S_SB_D_258,ASV1026,D,0,0
2016_S_SB_D_258,ASV1027,D,0,0
2016_S_SB_D_258,ASV1030,D,0,0
2016_S_SB_D_258,ASV1032,D,0,0
2016_S_SB_D_258,ASV1034,D,0,0
2016_S_SB_D_258,ASV1036,D,0,0
2016_S_SB_D_258,ASV1037,D,0,0
2016_S_SB_D_258,ASV1039,D,0,0
2016_S_SB_D_258,ASV1044,D,0,0
2016_S_SB_D_258,ASV1046,D,0,0
2016_S_SB_D_258,ASV1048,D,0,0
2016_S_SB_D_258,ASV1049,D,0,0
2016_S_SB_D_258,ASV1053,D,0,0
2016_S_SB_D_258,ASV1054,D,0,0
2016_S_SB_D_258,ASV1057,D,0,0
2016_S_SB_D_258,ASV1058,D,0,0
2016_S_SB_D_258,ASV1061,D,0,0
2016_S_SB_D_258,ASV1062,D,0,0
2016_S_SB_D_258,ASV1064,D,0,0
2016_S_SB_D_258,ASV1065,D,0,0
2016_S_SB_D_258,ASV1066,D,0,0
2016_S_SB_D_258,ASV1069,D,0,0
2016_S_SB_D_258,ASV1070,D,0,0
2016_S_SB_D_258,ASV1072,D,0,0
2016_S_SB_D_258,ASV1074,D,0,0
2016_S_SB_D_258,ASV1076,D,0,0
2016_S_SB_D_258,ASV1081,D,0,0
2016_S_SB_D_258,ASV1085,D,0,0
2016_S_SB_D_258,ASV1090,D,0,0
2016_S_SB_D_258,ASV1091,D,0,0
2016_S_SB_D_258,ASV1092,D,0,0
2016_S_SB_D_258,ASV1095,D,0,0
2016_S_SB_D_258,ASV1099,D,0,0
2016_S_SB_D_258,ASV1104,D,0,0
2016_S_SB_D_258,ASV1105,D,0,0
2016_S_SB_D_258,ASV1109,D,0,0
2016_S_SB_D_258,ASV1110,D,0,0
2016_S_SB_D_258,ASV1115,D,0,0
2016_S_SB_D_258,ASV1118,D,0,0
2016_S_SB_D_258,ASV1120,D,0,0
2016_S_SB_D_258,ASV1124,D,0,0
2016_S_SB_D_258,ASV1125,D,0,0
2016_S_SB_D_258,ASV1126,D,0,0
2016_S_SB_D_258,ASV1132,D,0,0
2016_S_SB_D_258,ASV1133,D,0,0
2016_S_SB_D_258,ASV1136,D,0,0
2016_S_SB_D_258,ASV1139,D,0,0
2016_S_SB_D_258,ASV1142,D,0,0
2016_S_SB_D_258,ASV1144,D,0,0
2016_S_SB_D_258,ASV1145,D,0,0
2016_S_SB_D_258,ASV1147,D,0,0
2016_S_SB_D_258,ASV1148,D,0,0
2016_S_SB_D_258,ASV1150,D,0,0
2016_S_SB_D_258,ASV1153,D,0,0
2016_S_SB_D_258,ASV1155,D,0,0
2016_S_SB_D_258,ASV1156,D,0,0
2016_S_SB_D_258,ASV1162,D,0,0
2016_S_SB_D_258,ASV1166,D,0,0
2016_S_SB_D_258,ASV1175,D,0,0
2016_S_SB_D_258,ASV1176,D,0,0
2016_S_SB_D_258,ASV1177,D,0,0
2016_S_SB_D_258,ASV1181,D,0,0
2016_S_SB_D_258,ASV1182,D,0,0
2016_S_SB_D_258,ASV1183,D,0,0
2016_S_SB_D_258,ASV1189,D,0,0
2016_S_SB_D_258,ASV1190,D,0,0
2016_S_SB_D_258,ASV1198,D,0,0
2016_S_SB_D_258,ASV1202,D,0,0
2016_S_SB_D_258,ASV1205,D,0,0
2016_S_SB_D_258,ASV1212,D,0,0
2016_S_SB_D_258,ASV1213,D,0,0
2016_S_SB_D_258,ASV1214,D,0,0
2016_S_SB_D_258,ASV1217,D,0,0
2016_S_SB_D_258,ASV1224,D,0,0
2016_S_SB_D_258,ASV1227,D,0,0
2016_S_SB_D_258,ASV1229,D,0,0
2016_S_SB_D_258,ASV1236,D,0,0
2016_S_SB_D_258,ASV1242,D,0,0
2016_S_SB_D_258,ASV1243,D,0,0
2016_S_SB_D_258,ASV1244,D,0,0
2016_S_SB_D_258,ASV1245,D,0,0
2016_S_SB_D_258,ASV1249,D,0,0
2016_S_SB_D_258,ASV1260,D,0,0
2016_S_SB_D_258,ASV1261,D,0,0
2016_S_SB_D_258,ASV1264,D,0,0
2016_S_SB_D_258,ASV1271,D,0,0
2016_S_SB_D_258,ASV1275,D,0,0
2016_S_SB_D_258,ASV1278,D,0,0
2016_S_SB_D_258,ASV1280,D,0,0
2016_S_SB_D_258,ASV1281,D,0,0
2016_S_SB_D_258,ASV1283,D,1,-2.209887904958036
2016_S_SB_D_258,ASV1291,D,0,0
2016_S_SB_D_258,ASV1293,D,0,0
2016_S_SB_D_258,ASV1304,D,0,0
2016_S_SB_D_258,ASV1310,D,0,0
2016_S_SB_D_258,ASV1313,D,1,-2.209887904958036
2016_S_SB_D_258,ASV1314,D,0,0
2016_S_SB_D_258,ASV1320,D,0,0
2016_S_SB_D_258,ASV1324,D,0,0
2016_S_SB_D_258,ASV1332,D,0,0
2016_S_SB_D_258,ASV1333,D,0,0
2016_S_SB_D_258,ASV1334,D,0,0
2016_S_SB_D_258,ASV1340,D,0,0
2016_S_SB_D_258,ASV1344,D,0,0
2016_S_SB_D_258,ASV1346,D,0,0
2016_S_SB_D_258,ASV1349,D,0,0
2016_S_SB_D_258,ASV1357,D,0,0
2016_S_SB_D_258,ASV1358,D,0,0
2016_S_SB_D_258,ASV1360,D,0,0
2016_S_SB_D_258,ASV1364,D,0,0
2016_S_SB_D_258,ASV1365,D,0,0
2016_S_SB_D_258,ASV1366,D,0,0
2016_S_SB_D_258,ASV1371,D,0,0
2016_S_SB_D_258,ASV1374,D,0,0
2016_S_SB_D_258,ASV1375,D,0,0
2016_S_SB_D_258,ASV1381,D,0,0
2016_S_SB_D_258,ASV1383,D,0,0
2016_S_SB_D_258,ASV1384,D,0,0
2016_S_SB_D_258,ASV1385,D,0,0
2016_S_SB_D_258,ASV1390,D,0,0
2016_S_SB_D_258,ASV1391,D,0,0
2016_S_SB_D_258,ASV1392,D,0,0
2016_S_SB_D_258,ASV1394,D,0,0
2016_S_SB_D_258,ASV1397,D,0,0
2016_S_SB_D_258,ASV1398,D,0,0
2016_S_SB_D_258,ASV1402,D,0,0
2016_S_SB_D_258,ASV1406,D,0,0
2016_S_SB_D_258,ASV1410,D,0,0
2016_S_SB_D_258,ASV1419,D,0,0
2016_S_SB_D_258,ASV1421,D,0,0
2016_S_SB_D_258,ASV1427,D,0,0
2016_S_SB_D_258,ASV1428,D,0,0
2016_S_SB_D_258,ASV1432,D,0,0
2016_S_SB_D_258,ASV1435,D,0,0
2016_S_SB_D_258,ASV1439,D,0,0
2016_S_SB_D_258,ASV1443,D,0,0
2016_S_SB_D_258,ASV1444,D,0,0
2016_S_SB_D_258,ASV1450,D,0,0
2016_S_SB_D_258,ASV1451,D,0,0
2016_S_SB_D_258,ASV1453,D,0,0
2016_S_SB_D_258,ASV1468,D,0,0
2016_S_SB_D_258,ASV1471,D,0,0
2016_S_SB_D_258,ASV1474,D,0,0
2016_S_SB_D_258,ASV1477,D,0,0
2016_S_SB_D_258,ASV1478,D,0,0
2016_S_SB_D_258,ASV1482,D,0,0
2016_S_SB_D_258,ASV1486,D,0,0
2016_S_SB_D_258,ASV1490,D,0,0
2016_S_SB_D_258,ASV1491,D,0,0
2016_S_SB_D_258,ASV1496,D,0,0
2016_S_SB_D_258,ASV1499,D,0,0
2016_S_SB_D_258,ASV1501,D,0,0
2016_S_SB_D_258,ASV1507,D,0,0
2016_S_SB_D_258,ASV1509,D,0,0
2016_S_SB_D_258,ASV1510,D,0,0
2016_S_SB_D_258,ASV1515,D,0,0
2016_S_SB_D_258,ASV1518,D,0,0
2016_S_SB_D_258,ASV1520,D,0,0
2016_S_SB_D_258,ASV1523,D,0,0
2016_S_SB_D_258,ASV1524,D,0,0
2016_S_SB_D_258,ASV1526,D,0,0
2016_S_SB_D_258,ASV1531,D,0,0
2016_S_SB_D_258,ASV1540,D,0,0
2016_S_SB_D_258,ASV1544,D,0,0
2016_S_SB_D_258,ASV1545,D,0,0
2016_S_SB_D_258,ASV1552,D,0,0
2016_S_SB_D_258,ASV1555,D,0,0
2016_S_SB_D_258,ASV1557,D,0,0
2016_S_SB_D_258,ASV1559,D,0,0
2016_S_SB_D_258,ASV1561,D,0,0
2016_S_SB_D_258,ASV1563,D,0,0
2016_S_SB_D_258,ASV1569,D,0,0
2016_S_SB_D_258,ASV1575,D,0,0
2016_S_SB_D_258,ASV1576,D,0,0
2016_S_SB_D_258,ASV1581,D,0,0
2016_S_SB_D_258,ASV1583,D,0,0
2016_S_SB_D_258,ASV1588,D,0,0
2016_S_SB_D_258,ASV1592,D,0,0
2016_S_SB_D_258,ASV1593,D,0,0
2016_S_SB_D_258,ASV1596,D,0,0
2016_S_SB_D_258,ASV1600,D,0,0
2016_S_SB_D_258,ASV1603,D,2,-1.5167407243980908
2016_S_SB_D_258,ASV1606,D,0,0
2016_S_SB_D_258,ASV1611,D,0,0
2016_S_SB_D_258,ASV1614,D,0,0
2016_S_SB_D_258,ASV1617,D,0,0
2016_S_SB_D_258,ASV1633,D,0,0
2016_S_SB_D_258,ASV1639,D,0,0
2016_S_SB_D_258,ASV1645,D,0,0
2016_S_SB_D_258,ASV1657,D,0,0
2016_S_SB_D_258,ASV1658,D,0,0
2016_S_SB_D_258,ASV1668,D,0,0
2016_S_SB_D_258,ASV1674,D,0,0
2016_S_SB_D_258,ASV1675,D,0,0
2016_S_SB_D_258,ASV1681,D,0,0
2016_S_SB_D_258,ASV1684,D,0,0
2016_S_SB_D_258,ASV1686,D,0,0
2016_S_SB_D_258,ASV1687,D,0,0
2016_S_SB_D_258,ASV1693,D,0,0
2016_S_SB_D_258,ASV1712,D,0,0
2016_S_SB_D_258,ASV1718,D,0,0
2016_S_SB_D_258,ASV1722,D,1,-2.209887904958036
2016_S_SB_D_258,ASV1724,D,0,0
2016_S_SB_D_258,ASV1730,D,0,0
2016_S_SB_D_258,ASV1732,D,0,0
2016_S_SB_D_258,ASV1733,D,1,-2.209887904958036
2016_S_SB_D_258,ASV1738,D,0,0
2016_S_SB_D_258,ASV1739,D,0,0
2016_S_SB_D_258,ASV1740,D,0,0
2016_S_SB_D_258,ASV1742,D,0,0
2016_S_SB_D_258,ASV1745,D,0,0
2016_S_SB_D_258,ASV1746,D,0,0
2016_S_SB_D_258,ASV1748,D,0,0
2016_S_SB_D_258,ASV1754,D,0,0
2016_S_SB_D_258,ASV1760,D,0,0
2016_S_SB_D_258,ASV1777,D,0,0
2016_S_SB_D_258,ASV1780,D,0,0
2016_S_SB_D_258,ASV1782,D,0,0
2016_S_SB_D_258,ASV1785,D,0,0
2016_S_SB_D_258,ASV1786,D,0,0
2016_S_SB_D_258,ASV1788,D,0,0
2016_S_SB_D_258,ASV1790,D,0,0
2016_S_SB_D_258,ASV1793,D,0,0
2016_S_SB_D_258,ASV1799,D,0,0
2016_S_SB_D_258,ASV1830,D,0,0
2016_S_SB_D_258,ASV1836,D,0,0
2016_S_SB_D_258,ASV1837,D,0,0
2016_S_SB_D_258,ASV1845,D,0,0
2016_S_SB_D_258,ASV1846,D,0,0
2016_S_SB_D_258,ASV1854,D,0,0
2016_S_SB_D_258,ASV1862,D,0,0
2016_S_SB_D_258,ASV1866,D,0,0
2016_S_SB_D_258,ASV1874,D,0,0
2016_S_SB_D_258,ASV1886,D,0,0
2016_S_SB_D_258,ASV1887,D,0,0
2016_S_SB_D_258,ASV1899,D,0,0
2016_S_SB_D_258,ASV1908,D,0,0
2016_S_SB_D_258,ASV1923,D,0,0
2016_S_SB_D_258,ASV1926,D,0,0
2016_S_SB_D_258,ASV1927,D,0,0
2016_S_SB_D_258,ASV1933,D,0,0
2016_S_SB_D_258,ASV1939,D,0,0
2016_S_SB_D_258,ASV1943,D,0,0
2016_S_SB_D_258,ASV1944,D,0,0
2016_S_SB_D_258,ASV1963,D,0,0
2016_S_SB_D_258,ASV1964,D,0,0
2016_S_SB_D_258,ASV1965,D,0,0
2016_S_SB_D_258,ASV1980,D,0,0
2016_S_SB_D_258,ASV1993,D,0,0
2016_S_SB_D_258,ASV1995,D,0,0
2016_S_SB_D_258,ASV2009,D,2,-1.5167407243980908
2016_S_SB_D_258,ASV2014,D,0,0
2016_S_SB_D_258,ASV2017,D,0,0
2016_S_SB_D_258,ASV2040,D,0,0
2016_S_SB_D_258,ASV2043,D,0,0
2016_S_SB_D_258,ASV2044,D,0,0
2016_S_SB_D_258,ASV2045,D,0,0
2016_S_SB_D_258,ASV2052,D,0,0
2016_S_SB_D_258,ASV2054,D,0,0
2016_S_SB_D_258,ASV2055,D,0,0
2016_S_SB_D_258,ASV2060,D,0,0
2016_S_SB_D_258,ASV2061,D,0,0
2016_S_SB_D_258,ASV2066,D,0,0
2016_S_SB_D_258,ASV2070,D,0,0
2016_S_SB_D_258,ASV2079,D,0,0
2016_S_SB_D_258,ASV2080,D,0,0
2016_S_SB_D_258,ASV2084,D,0,0
2016_S_SB_D_258,ASV2088,D,0,0
2016_S_SB_D_258,ASV2089,D,0,0
2016_S_SB_D_258,ASV2094,D,0,0
2016_S_SB_D_258,ASV2096,D,0,0
2016_S_SB_D_258,ASV2097,D,0,0
2016_S_SB_D_258,ASV2105,D,0,0
2016_S_SB_D_258,ASV2111,D,0,0
2016_S_SB_D_258,ASV2133,D,0,0
2016_S_SB_D_258,ASV2135,D,0,0
2016_S_SB_D_258,ASV2141,D,0,0
2016_S_SB_D_258,ASV2144,D,0,0
2016_S_SB_D_258,ASV2155,D,0,0
2016_S_SB_D_258,ASV2156,D,0,0
2016_S_SB_D_258,ASV2171,D,0,0
2016_S_SB_D_258,ASV2173,D,0,0
2016_S_SB_D_258,ASV2187,D,0,0
2016_S_SB_D_258,ASV2188,D,0,0
2016_S_SB_D_258,ASV2189,D,0,0
2016_S_SB_D_258,ASV2197,D,0,0
2016_S_SB_D_258,ASV2199,D,0,0
2016_S_SB_D_258,ASV2202,D,0,0
2016_S_SB_D_258,ASV2207,D,0,0
2016_S_SB_D_258,ASV2214,D,0,0
2016_S_SB_D_258,ASV2225,D,0,0
2016_S_SB_D_258,ASV2233,D,0,0
2016_S_SB_D_258,ASV2241,D,0,0
2016_S_SB_D_258,ASV2244,D,0,0
2016_S_SB_D_258,ASV2256,D,0,0
2016_S_SB_D_258,ASV2260,D,0,0
2016_S_SB_D_258,ASV2263,D,0,0
2016_S_SB_D_258,ASV2264,D,0,0
2016_S_SB_D_258,ASV2268,D,0,0
2016_S_SB_D_258,ASV2269,D,0,0
2016_S_SB_D_258,ASV2271,D,0,0
2016_S_SB_D_258,ASV2272,D,0,0
2016_S_SB_D_258,ASV2281,D,0,0
2016_S_SB_D_258,ASV2285,D,0,0
2016_S_SB_D_258,ASV2288,D,0,0
2016_S_SB_D_258,ASV2293,D,0,0
2016_S_SB_D_258,ASV2295,D,0,0
2016_S_SB_D_258,ASV2296,D,0,0
2016_S_SB_D_258,ASV2297,D,0,0
2016_S_SB_D_258,ASV2305,D,0,0
2016_S_SB_D_258,ASV2310,D,0,0
2016_S_SB_D_258,ASV2322,D,0,0
2016_S_SB_D_258,ASV2325,D,0,0
2016_S_SB_D_258,ASV2327,D,0,0
2016_S_SB_D_258,ASV2328,D,0,0
2016_S_SB_D_258,ASV2330,D,0,0
2016_S_SB_D_258,ASV2342,D,0,0
2016_S_SB_D_258,ASV2346,D,0,0
2016_S_SB_D_258,ASV2348,D,0,0
2016_S_SB_D_258,ASV2357,D,0,0
2016_S_SB_D_258,ASV2359,D,0,0
2016_S_SB_D_258,ASV2370,D,0,0
2016_S_SB_D_258,ASV2373,D,0,0
2016_S_SB_D_258,ASV2379,D,0,0
2016_S_SB_D_258,ASV2382,D,0,0
2016_S_SB_D_258,ASV2383,D,0,0
2016_S_SB_D_258,ASV2388,D,0,0
2016_S_SB_D_258,ASV2395,D,0,0
2016_S_SB_D_258,ASV2404,D,0,0
2016_S_SB_D_258,ASV2405,D,0,0
2016_S_SB_D_258,ASV2406,D,0,0
2016_S_SB_D_258,ASV2411,D,0,0
2016_S_SB_D_258,ASV2412,D,0,0
2016_S_SB_D_258,ASV2413,D,0,0
2016_S_SB_D_258,ASV2424,D,0,0
2016_S_SB_D_258,ASV2427,D,0,0
